Identifier	Task start	Duration
ID823	2017.03.14 11:10	40
ID824	2017.03.14 11:00	120
ID825	2017.03.14 11:00	120
ID826	2017.03.14 11:00	120
ID827	2017.03.14 11:40	120
ID828	2017.03.14 11:40	120
ID829	2017.03.14 13:00	40
ID830	2017.03.14 12:30	120
ID831	2017.03.14 12:30	120
ID832	2017.03.14 13:50	40
ID833	2017.03.14 14:00	120
ID834	2017.03.14 14:00	120
ID835	2017.03.14 14:25	120
ID836	2017.03.14 14:25	120
ID837	2017.03.14 15:35	120
ID838	2017.03.14 15:35	120
ID839	2017.03.14 16:05	120
ID840	2017.03.14 16:05	120
ID841	2017.03.14 16:05	120
ID842	2017.03.14 16:10	120
ID843	2017.03.14 16:10	120
ID844	2017.03.14 16:10	120
ID845	2017.03.14 17:00	120
ID846	2017.03.14 17:00	120
ID847	2017.03.14 18:20	40
ID848	2017.03.14 17:35	120
ID849	2017.03.14 17:35	120
ID850	2017.03.15 03:10	120
ID851	2017.03.15 03:10	120
ID852	2017.03.15 03:10	120
ID853	2017.03.15 04:00	120
ID854	2017.03.15 04:00	120
ID855	2017.03.15 04:00	120
ID856	2017.03.15 04:10	120
ID857	2017.03.15 04:10	120
ID858	2017.03.15 04:25	120
ID859	2017.03.15 04:25	120
ID860	2017.03.15 05:00	120
ID861	2017.03.15 05:00	120
ID862	2017.03.15 05:00	120
ID863	2017.03.15 05:15	120
ID864	2017.03.15 05:15	120
ID865	2017.03.15 05:15	120
ID866	2017.03.15 06:25	120
ID867	2017.03.15 06:25	120
ID868	2017.03.15 08:35	120
ID869	2017.03.15 08:35	120
ID870	2017.03.15 08:35	120
ID871	2017.03.15 09:50	120
ID872	2017.03.15 09:50	120
ID873	2017.03.15 11:10	40
ID874	2017.03.15 11:40	120
ID875	2017.03.15 11:40	120
ID876	2017.03.15 13:00	40
ID877	2017.03.15 12:20	120
ID878	2017.03.15 12:20	120
ID879	2017.03.15 13:40	40
ID880	2017.03.15 14:00	120
ID881	2017.03.15 14:00	120
ID882	2017.03.15 15:05	120
ID883	2017.03.15 15:05	120
ID884	2017.03.15 15:05	120
ID885	2017.03.15 15:05	120
ID886	2017.03.15 15:05	120
ID887	2017.03.15 15:05	120
ID888	2017.03.15 15:40	120
ID889	2017.03.15 16:10	120
ID890	2017.03.15 16:10	120
ID891	2017.03.15 16:30	120
ID892	2017.03.15 16:30	120
ID893	2017.03.15 16:30	120
ID894	2017.03.15 16:30	120
ID895	2017.03.15 16:30	120
ID896	2017.03.15 16:30	120
ID897	2017.03.15 17:00	120
ID898	2017.03.15 17:00	120
ID899	2017.03.15 18:20	40
ID900	2017.03.15 17:35	120
ID901	2017.03.15 17:35	120
ID902	2017.03.15 17:45	120
ID903	2017.03.15 17:45	120
ID904	2017.03.15 17:45	120
ID905	2017.03.16 03:10	120
ID906	2017.03.16 03:10	120
ID907	2017.03.16 03:10	120
ID908	2017.03.16 04:10	120
ID909	2017.03.16 04:10	120
ID910	2017.03.16 04:10	120
ID911	2017.03.16 04:25	120
ID912	2017.03.16 04:25	120
ID913	2017.03.16 05:10	120
ID914	2017.03.16 05:10	120
ID915	2017.03.16 05:15	120
ID916	2017.03.16 05:15	120
ID917	2017.03.16 05:15	120
ID918	2017.03.16 05:15	120
ID919	2017.03.16 05:15	120
ID920	2017.03.16 05:15	120
ID921	2017.03.16 05:20	120
ID922	2017.03.16 05:20	120
ID923	2017.03.16 05:20	120
ID924	2017.03.16 06:25	120
ID925	2017.03.16 06:25	120
ID926	2017.03.16 06:25	120
ID927	2017.03.16 08:35	120
ID928	2017.03.16 08:35	120
ID929	2017.03.16 08:35	120
ID930	2017.03.16 09:50	120
ID931	2017.03.16 09:50	120
ID932	2017.03.16 11:10	40
ID933	2017.03.16 11:00	120
ID934	2017.03.16 11:00	120
ID935	2017.03.16 11:00	120
ID936	2017.03.16 11:40	120
ID937	2017.03.16 11:40	120
ID938	2017.03.16 13:00	40
ID939	2017.03.16 14:00	120
ID940	2017.03.16 14:00	120
ID941	2017.03.16 15:05	120
ID942	2017.03.16 15:05	120
ID943	2017.03.16 15:05	120
ID944	2017.03.16 16:05	120
ID945	2017.03.16 16:05	120
ID946	2017.03.16 16:05	120
ID947	2017.03.16 16:10	120
ID948	2017.03.16 16:10	120
ID949	2017.03.16 16:10	120
ID950	2017.03.16 17:00	120
ID951	2017.03.16 17:00	120
ID952	2017.03.16 18:20	40
ID953	2017.03.16 17:35	120
ID954	2017.03.16 17:35	120
ID955	2017.03.17 03:10	120
ID956	2017.03.17 03:10	120
ID957	2017.03.17 03:10	120
ID958	2017.03.17 04:00	120
ID959	2017.03.17 04:00	120
ID960	2017.03.17 04:00	120
ID961	2017.03.17 04:10	120
ID962	2017.03.17 04:10	120
ID963	2017.03.17 04:25	120
ID964	2017.03.17 04:25	120
ID965	2017.03.17 04:30	120
ID966	2017.03.17 04:30	120
ID967	2017.03.17 04:30	120
ID968	2017.03.17 05:10	120
ID969	2017.03.17 05:10	120
ID970	2017.03.17 05:10	120
ID971	2017.03.17 05:10	120
ID972	2017.03.17 05:10	120
ID973	2017.03.17 05:10	120
ID974	2017.03.17 06:25	120
ID975	2017.03.17 06:25	120
ID976	2017.03.17 06:30	120
ID977	2017.03.17 06:30	120
ID978	2017.03.17 06:30	120
ID979	2017.03.17 08:35	120
ID980	2017.03.17 08:35	120
ID981	2017.03.17 08:35	120
ID982	2017.03.17 09:25	120
ID983	2017.03.17 09:25	120
ID984	2017.03.17 09:25	120
ID985	2017.03.17 09:50	120
ID986	2017.03.17 09:50	120
ID987	2017.03.17 11:10	40
ID988	2017.03.17 10:50	120
ID989	2017.03.17 10:50	120
ID990	2017.03.17 10:50	120
ID991	2017.03.17 11:40	120
ID992	2017.03.17 11:40	120
ID993	2017.03.17 13:00	40
ID994	2017.03.17 12:25	120
ID995	2017.03.17 12:25	120
ID996	2017.03.17 13:45	40
ID997	2017.03.17 14:00	120
ID998	2017.03.17 14:00	120
ID999	2017.03.17 16:10	120
ID1000	2017.03.17 16:10	120
ID1001	2017.03.17 16:10	120
ID1002	2017.03.17 16:15	120
ID1003	2017.03.17 16:15	120
ID1004	2017.03.17 16:15	120
ID1005	2017.03.17 16:30	120
ID1006	2017.03.17 16:30	120
ID1007	2017.03.17 16:30	120
ID1008	2017.03.17 16:55	120
ID1009	2017.03.17 16:55	120
ID1010	2017.03.17 16:55	120
ID1011	2017.03.17 17:00	120
ID1012	2017.03.17 17:00	120
ID1013	2017.03.17 18:20	40
ID1014	2017.03.17 17:35	120
ID1015	2017.03.17 17:40	120
ID1016	2017.03.17 17:40	120
ID1017	2017.03.17 17:45	120
ID1018	2017.03.17 17:45	120
ID1019	2017.03.17 17:45	120
ID1020	2017.03.18 03:10	120
ID1021	2017.03.18 03:10	120
ID1022	2017.03.18 03:10	120
ID1023	2017.03.18 03:30	120
ID1024	2017.03.18 03:30	120
ID1025	2017.03.18 03:30	120
ID1026	2017.03.18 04:10	120
ID1027	2017.03.18 04:10	120
ID1028	2017.03.18 04:10	120
ID1029	2017.03.18 04:20	120
ID1030	2017.03.18 04:20	120
ID1031	2017.03.18 04:25	120
ID1032	2017.03.18 04:25	120
ID1033	2017.03.18 05:10	120
ID1034	2017.03.18 05:10	120
ID1035	2017.03.18 05:10	120
ID1036	2017.03.18 05:15	120
ID1037	2017.03.18 05:15	120
ID1038	2017.03.18 05:15	120
ID1039	2017.03.18 05:25	120
ID1040	2017.03.18 05:25	120
ID1041	2017.03.18 05:25	120
ID1042	2017.03.18 05:40	120
ID1043	2017.03.18 05:40	120
ID1044	2017.03.18 05:40	120
ID1045	2017.03.18 08:35	120
ID1046	2017.03.18 08:35	120
ID1047	2017.03.18 08:35	120
ID1048	2017.03.18 09:05	120
ID1049	2017.03.18 09:05	120
ID1050	2017.03.18 09:05	120
ID1051	2017.03.18 09:50	120
ID1052	2017.03.18 09:50	120
ID1053	2017.03.18 11:10	40
ID1054	2017.03.18 10:25	120
ID1055	2017.03.18 10:25	120
ID1056	2017.03.18 10:25	120
ID1057	2017.03.18 11:00	120
ID1058	2017.03.18 11:00	120
ID1059	2017.03.18 11:00	120
ID1060	2017.03.18 11:40	120
ID1061	2017.03.18 11:40	120
ID1062	2017.03.18 13:00	40
ID1063	2017.03.18 12:30	120
ID1064	2017.03.18 12:30	120
ID1065	2017.03.18 13:50	40
ID1066	2017.03.18 12:35	120
ID1067	2017.03.18 12:35	120
ID1068	2017.03.18 12:35	120
ID1069	2017.03.18 14:25	120
ID1070	2017.03.18 14:25	120
ID1071	2017.03.18 14:25	120
ID1072	2017.03.18 15:05	120
ID1073	2017.03.18 15:05	120
ID1074	2017.03.18 15:05	120
ID1075	2017.03.18 15:35	120
ID1076	2017.03.18 15:35	120
ID1077	2017.03.18 15:40	120
ID1078	2017.03.18 16:10	120
ID1079	2017.03.18 16:10	120
ID1080	2017.03.18 16:10	120
ID1081	2017.03.18 17:00	120
ID1082	2017.03.18 17:00	120
ID1083	2017.03.18 18:20	40
ID1084	2017.03.18 17:45	120
ID1085	2017.03.18 17:45	120
ID1086	2017.03.18 17:45	120
ID1087	2017.03.19 03:10	120
ID1088	2017.03.19 03:10	120
ID1089	2017.03.19 03:10	120
ID1090	2017.03.19 04:00	120
ID1091	2017.03.19 04:00	120
ID1092	2017.03.19 04:00	120
ID1093	2017.03.19 04:10	120
ID1094	2017.03.19 04:10	120
ID1095	2017.03.19 04:25	120
ID1096	2017.03.19 04:25	120
ID1097	2017.03.19 05:00	120
ID1098	2017.03.19 05:00	120
ID1099	2017.03.19 05:00	120
ID1100	2017.03.19 05:10	120
ID1101	2017.03.19 05:10	120
ID1102	2017.03.19 05:10	120
ID1103	2017.03.19 05:15	120
ID1104	2017.03.19 05:15	120
ID1105	2017.03.19 05:15	120
ID1106	2017.03.19 06:25	120
ID1107	2017.03.19 06:25	120
ID1108	2017.03.19 08:35	120
ID1109	2017.03.19 08:35	120
ID1110	2017.03.19 08:35	120
ID1111	2017.03.19 08:55	120
ID1112	2017.03.19 08:55	120
ID1113	2017.03.19 10:15	40
ID1114	2017.03.19 11:40	120
ID1115	2017.03.19 11:40	120
ID1116	2017.03.19 13:00	40
ID1117	2017.03.19 12:20	120
ID1118	2017.03.19 12:20	120
ID1119	2017.03.19 13:40	40
ID1120	2017.03.19 14:25	120
ID1121	2017.03.19 14:25	120
ID1122	2017.03.19 15:05	120
ID1123	2017.03.19 15:05	120
ID1124	2017.03.19 15:05	120
ID1125	2017.03.19 15:05	120
ID1126	2017.03.19 15:05	120
ID1127	2017.03.19 15:05	120
ID1128	2017.03.19 16:10	120
ID1129	2017.03.19 16:10	120
ID1130	2017.03.19 16:30	120
ID1131	2017.03.19 16:30	120
ID1132	2017.03.19 16:30	120
ID1133	2017.03.19 16:30	120
ID1134	2017.03.19 16:30	120
ID1135	2017.03.19 16:30	120
ID1136	2017.03.19 16:55	120
ID1137	2017.03.19 16:55	120
ID1138	2017.03.19 16:55	120
ID1139	2017.03.19 17:00	120
ID1140	2017.03.19 17:00	120
ID1141	2017.03.19 18:20	40
ID1142	2017.03.19 17:45	120
ID1143	2017.03.19 17:45	120
ID1144	2017.03.19 17:45	120
ID1145	2017.03.20 03:10	120
ID1146	2017.03.20 03:10	120
ID1147	2017.03.20 03:10	120
ID1148	2017.03.20 04:00	120
ID1149	2017.03.20 04:00	120
ID1150	2017.03.20 04:00	120
ID1151	2017.03.20 04:10	120
ID1152	2017.03.20 04:10	120
ID1153	2017.03.20 04:25	120
ID1154	2017.03.20 04:25	120
ID1155	2017.03.20 04:30	120
ID1156	2017.03.20 04:30	120
ID1157	2017.03.20 04:30	120
ID1158	2017.03.20 05:10	120
ID1159	2017.03.20 05:10	120
ID1160	2017.03.20 05:10	120
ID1161	2017.03.20 05:10	120
ID1162	2017.03.20 05:10	120
ID1163	2017.03.20 05:10	120
ID1164	2017.03.20 05:15	120
ID1165	2017.03.20 05:15	120
ID1166	2017.03.20 05:15	120
ID1167	2017.03.20 06:25	120
ID1168	2017.03.20 06:25	120
ID1169	2017.03.20 06:30	120
ID1170	2017.03.20 06:30	120
ID1171	2017.03.20 06:30	120
ID1172	2017.03.20 08:35	120
ID1173	2017.03.20 08:35	120
ID1174	2017.03.20 08:35	120
ID1175	2017.03.20 09:50	120
ID1176	2017.03.20 09:50	120
ID1177	2017.03.20 11:10	40
ID1178	2017.03.20 10:50	120
ID1179	2017.03.20 10:50	120
ID1180	2017.03.20 10:50	120
ID1181	2017.03.20 11:40	120
ID1182	2017.03.20 11:40	120
ID1183	2017.03.20 13:00	40
ID1184	2017.03.20 12:25	120
ID1185	2017.03.20 12:25	120
ID1186	2017.03.20 13:45	40
ID1187	2017.03.20 14:00	120
ID1188	2017.03.20 14:00	120
ID1189	2017.03.20 15:05	120
ID1190	2017.03.20 15:05	120
ID1191	2017.03.20 15:05	120
ID1192	2017.03.20 15:40	120
ID1193	2017.03.20 16:10	120
ID1194	2017.03.20 16:10	120
ID1195	2017.03.20 16:10	120
ID1196	2017.03.20 16:15	120
ID1197	2017.03.20 16:15	120
ID1198	2017.03.20 16:15	120
ID1199	2017.03.20 16:30	120
ID1200	2017.03.20 16:30	120
ID1201	2017.03.20 16:30	120
ID1202	2017.03.20 17:00	120
ID1203	2017.03.20 17:00	120
ID1204	2017.03.20 18:20	40
ID1205	2017.03.20 17:35	120
ID1206	2017.03.20 17:35	120
ID1207	2017.03.20 17:45	120
ID1208	2017.03.20 17:45	120
ID1209	2017.03.20 17:45	120
ID1210	2017.03.21 03:10	120
ID1211	2017.03.21 03:10	120
ID1212	2017.03.21 03:10	120
ID1213	2017.03.21 04:10	120
ID1214	2017.03.21 04:10	120
ID1215	2017.03.21 04:10	120
ID1216	2017.03.21 04:20	120
ID1217	2017.03.21 04:20	120
ID1218	2017.03.21 04:20	120
ID1219	2017.03.21 04:25	120
ID1220	2017.03.21 04:25	120
ID1221	2017.03.21 05:10	120
ID1222	2017.03.21 05:10	120
ID1223	2017.03.21 05:10	120
ID1224	2017.03.21 05:15	120
ID1225	2017.03.21 05:15	120
ID1226	2017.03.21 05:15	120
ID1227	2017.03.21 05:15	120
ID1228	2017.03.21 05:15	120
ID1229	2017.03.21 05:15	120
ID1230	2017.03.21 05:40	120
ID1231	2017.03.21 05:40	120
ID1232	2017.03.21 05:40	120
ID1233	2017.03.21 06:25	120
ID1234	2017.03.21 06:25	120
ID1235	2017.03.21 06:25	120
ID1236	2017.03.21 08:35	120
ID1237	2017.03.21 08:35	120
ID1238	2017.03.21 08:35	120
ID1239	2017.03.21 09:05	120
ID1240	2017.03.21 09:05	120
ID1241	2017.03.21 09:05	120
ID1242	2017.03.21 09:25	120
ID1243	2017.03.21 09:25	120
ID1244	2017.03.21 09:25	120
ID1245	2017.03.21 09:50	120
ID1246	2017.03.21 09:50	120
ID1247	2017.03.21 11:10	40
ID1248	2017.03.21 11:00	120
ID1249	2017.03.21 11:00	120
ID1250	2017.03.21 11:00	120
ID1251	2017.03.21 11:40	120
ID1252	2017.03.21 11:40	120
ID1253	2017.03.21 13:00	40
ID1254	2017.03.21 12:30	120
ID1255	2017.03.21 12:30	120
ID1256	2017.03.21 13:50	40
ID1257	2017.03.21 14:00	120
ID1258	2017.03.21 14:00	120
ID1259	2017.03.21 14:25	120
ID1260	2017.03.21 14:25	120
ID1261	2017.03.21 15:35	120
ID1262	2017.03.21 15:35	120
ID1263	2017.03.21 16:05	120
ID1264	2017.03.21 16:05	120
ID1265	2017.03.21 16:05	120
ID1266	2017.03.21 16:10	120
ID1267	2017.03.21 16:10	120
ID1268	2017.03.21 16:10	120
ID1269	2017.03.21 17:00	120
ID1270	2017.03.21 17:00	120
ID1271	2017.03.21 18:20	40
ID1272	2017.03.21 17:35	120
ID1273	2017.03.21 17:35	120
ID1274	2017.03.22 03:10	120
ID1275	2017.03.22 03:10	120
ID1276	2017.03.22 03:10	120
ID1277	2017.03.22 04:00	120
ID1278	2017.03.22 04:00	120
ID1279	2017.03.22 04:00	120
ID1280	2017.03.22 04:10	120
ID1281	2017.03.22 04:10	120
ID1282	2017.03.22 04:25	120
ID1283	2017.03.22 04:25	120
ID1284	2017.03.22 05:00	120
ID1285	2017.03.22 05:00	120
ID1286	2017.03.22 05:00	120
ID1287	2017.03.22 05:15	120
ID1288	2017.03.22 05:15	120
ID1289	2017.03.22 05:15	120
ID1290	2017.03.22 06:25	120
ID1291	2017.03.22 06:25	120
ID1292	2017.03.22 08:35	120
ID1293	2017.03.22 08:35	120
ID1294	2017.03.22 08:35	120
ID1295	2017.03.22 09:50	120
ID1296	2017.03.22 09:50	120
ID1297	2017.03.22 11:10	40
ID1298	2017.03.22 11:40	120
ID1299	2017.03.22 11:40	120
ID1300	2017.03.22 13:00	40
ID1301	2017.03.22 12:20	120
ID1302	2017.03.22 12:20	120
ID1303	2017.03.22 13:40	40
ID1304	2017.03.22 14:00	120
ID1305	2017.03.22 14:00	120
ID1306	2017.03.22 15:05	120
ID1307	2017.03.22 15:05	120
ID1308	2017.03.22 15:05	120
ID1309	2017.03.22 15:05	120
ID1310	2017.03.22 15:05	120
ID1311	2017.03.22 15:05	120
ID1312	2017.03.22 15:40	120
ID1313	2017.03.22 16:10	120
ID1314	2017.03.22 16:10	120
ID1315	2017.03.22 16:30	120
ID1316	2017.03.22 16:30	120
ID1317	2017.03.22 16:30	120
ID1318	2017.03.22 16:30	120
ID1319	2017.03.22 16:30	120
ID1320	2017.03.22 16:30	120
ID1321	2017.03.22 17:00	120
ID1322	2017.03.22 17:00	120
ID1323	2017.03.22 18:20	40
ID1324	2017.03.22 17:35	120
ID1325	2017.03.22 17:35	120
ID1326	2017.03.22 17:45	120
ID1327	2017.03.22 17:45	120
ID1328	2017.03.22 17:45	120
ID1329	2017.03.23 03:10	120
ID1330	2017.03.23 03:10	120
ID1331	2017.03.23 03:10	120
ID1332	2017.03.23 04:10	120
ID1333	2017.03.23 04:10	120
ID1334	2017.03.23 04:10	120
ID1335	2017.03.23 04:25	120
ID1336	2017.03.23 04:25	120
ID1337	2017.03.23 05:10	120
ID1338	2017.03.23 05:10	120
ID1339	2017.03.23 05:15	120
ID1340	2017.03.23 05:15	120
ID1341	2017.03.23 05:15	120
ID1342	2017.03.23 05:15	120
ID1343	2017.03.23 05:15	120
ID1344	2017.03.23 05:15	120
ID1345	2017.03.23 05:20	120
ID1346	2017.03.23 05:20	120
ID1347	2017.03.23 05:20	120
ID1348	2017.03.23 06:25	120
ID1349	2017.03.23 06:25	120
ID1350	2017.03.23 06:25	120
ID1351	2017.03.23 08:35	120
ID1352	2017.03.23 08:35	120
ID1353	2017.03.23 08:35	120
ID1354	2017.03.23 09:50	120
ID1355	2017.03.23 09:50	120
ID1356	2017.03.23 11:10	40
ID1357	2017.03.23 11:00	120
ID1358	2017.03.23 11:00	120
ID1359	2017.03.23 11:00	120
ID1360	2017.03.23 11:40	120
ID1361	2017.03.23 11:40	120
ID1362	2017.03.23 13:00	40
ID1363	2017.03.23 14:00	120
ID1364	2017.03.23 14:00	120
ID1365	2017.03.23 15:05	120
ID1366	2017.03.23 15:05	120
ID1367	2017.03.23 15:05	120
ID1368	2017.03.23 16:05	120
ID1369	2017.03.23 16:05	120
ID1370	2017.03.23 16:05	120
ID1371	2017.03.23 16:10	120
ID1372	2017.03.23 16:10	120
ID1373	2017.03.23 16:10	120
ID1374	2017.03.23 17:00	120
ID1375	2017.03.23 17:00	120
ID1376	2017.03.23 18:20	40
ID1377	2017.03.23 17:35	120
ID1378	2017.03.23 17:35	120
ID1379	2017.03.24 03:10	120
ID1380	2017.03.24 03:10	120
ID1381	2017.03.24 03:10	120
ID1382	2017.03.24 04:00	120
ID1383	2017.03.24 04:00	120
ID1384	2017.03.24 04:00	120
ID1385	2017.03.24 04:10	120
ID1386	2017.03.24 04:10	120
ID1387	2017.03.24 04:25	120
ID1388	2017.03.24 04:25	120
ID1389	2017.03.24 04:30	120
ID1390	2017.03.24 04:30	120
ID1391	2017.03.24 05:10	120
ID1392	2017.03.24 05:10	120
ID1393	2017.03.24 05:10	120
ID1394	2017.03.24 05:10	120
ID1395	2017.03.24 05:10	120
ID1396	2017.03.24 05:10	120
ID1397	2017.03.24 06:25	120
ID1398	2017.03.24 06:25	120
ID1399	2017.03.24 06:30	120
ID1400	2017.03.24 06:30	120
ID1401	2017.03.24 06:30	120
ID1402	2017.03.24 08:35	120
ID1403	2017.03.24 08:35	120
ID1404	2017.03.24 08:35	120
ID1405	2017.03.24 09:25	120
ID1406	2017.03.24 09:25	120
ID1407	2017.03.24 09:25	120
ID1408	2017.03.24 09:50	120
ID1409	2017.03.24 09:50	120
ID1410	2017.03.24 11:10	40
ID1411	2017.03.24 10:50	120
ID1412	2017.03.24 10:50	120
ID1413	2017.03.24 10:50	120
ID1414	2017.03.24 11:40	120
ID1415	2017.03.24 11:40	120
ID1416	2017.03.24 13:00	40
ID1417	2017.03.24 12:25	120
ID1418	2017.03.24 12:25	120
ID1419	2017.03.24 13:45	40
ID1420	2017.03.24 14:00	120
ID1421	2017.03.24 14:00	120
ID1422	2017.03.24 16:10	120
ID1423	2017.03.24 16:10	120
ID1424	2017.03.24 16:10	120
ID1425	2017.03.24 16:15	120
ID1426	2017.03.24 16:15	120
ID1427	2017.03.24 16:15	120
ID1428	2017.03.24 16:30	120
ID1429	2017.03.24 16:30	120
ID1430	2017.03.24 16:30	120
ID1431	2017.03.24 16:55	120
ID1432	2017.03.24 16:55	120
ID1433	2017.03.24 16:55	120
ID1434	2017.03.24 17:00	120
ID1435	2017.03.24 17:00	120
ID1436	2017.03.24 18:20	40
ID1437	2017.03.24 17:35	120
ID1438	2017.03.24 17:35	120
ID1439	2017.03.24 17:40	120
ID1440	2017.03.24 17:45	120
ID1441	2017.03.24 17:45	120
ID1442	2017.03.24 17:45	120
ID1443	2017.03.24 19:55	120
ID1444	2017.03.24 19:55	120
ID1445	2017.03.24 19:55	120
ID1446	2017.03.25 03:10	120
ID1447	2017.03.25 03:10	120
ID1448	2017.03.25 03:10	120
ID1449	2017.03.25 04:00	120
ID1450	2017.03.25 04:00	120
ID1451	2017.03.25 04:00	120
ID1452	2017.03.25 04:10	120
ID1453	2017.03.25 04:10	120
ID1454	2017.03.25 04:20	120
ID1455	2017.03.25 04:20	120
ID1456	2017.03.25 04:25	120
ID1457	2017.03.25 04:25	120
ID1458	2017.03.25 05:10	120
ID1459	2017.03.25 05:10	120
ID1460	2017.03.25 05:10	120
ID1461	2017.03.25 05:10	120
ID1462	2017.03.25 05:10	120
ID1463	2017.03.25 05:15	120
ID1464	2017.03.25 05:15	120
ID1465	2017.03.25 05:15	120
ID1466	2017.03.25 05:15	120
ID1467	2017.03.25 05:15	120
ID1468	2017.03.25 05:15	120
ID1469	2017.03.25 08:35	120
ID1470	2017.03.25 08:35	120
ID1471	2017.03.25 08:35	120
ID1472	2017.03.25 09:05	120
ID1473	2017.03.25 09:05	120
ID1474	2017.03.25 09:05	120
ID1475	2017.03.25 09:50	120
ID1476	2017.03.25 09:50	120
ID1477	2017.03.25 11:10	40
ID1478	2017.03.25 11:00	120
ID1479	2017.03.25 11:00	120
ID1480	2017.03.25 11:00	120
ID1481	2017.03.25 11:40	120
ID1482	2017.03.25 11:40	120
ID1483	2017.03.25 12:35	120
ID1484	2017.03.25 12:35	120
ID1485	2017.03.25 12:35	120
ID1486	2017.03.25 13:35	120
ID1487	2017.03.25 13:35	120
ID1488	2017.03.25 14:55	40
ID1489	2017.03.25 14:25	120
ID1490	2017.03.25 14:25	120
ID1491	2017.03.25 14:25	120
ID1492	2017.03.25 15:05	120
ID1493	2017.03.25 15:05	120
ID1494	2017.03.25 15:05	120
ID1495	2017.03.25 15:35	120
ID1496	2017.03.25 15:35	120
ID1497	2017.03.25 15:40	120
ID1498	2017.03.25 17:00	120
ID1499	2017.03.25 17:00	120
ID1500	2017.03.25 18:20	40
ID1501	2017.03.25 17:15	120
ID1502	2017.03.25 17:15	120
ID1503	2017.03.25 17:15	120
ID1504	2017.03.25 17:45	120
ID1505	2017.03.25 17:45	120
ID1506	2017.03.25 19:05	40
ID1507	2017.03.26 04:05	120
ID1508	2017.03.26 04:05	120
ID1509	2017.03.26 04:05	120
ID1510	2017.03.26 04:05	120
ID1511	2017.03.26 04:05	120
ID1512	2017.03.26 04:10	120
ID1513	2017.03.26 04:10	120
ID1514	2017.03.26 04:10	120
ID1515	2017.03.26 04:10	120
ID1516	2017.03.26 04:10	120
ID1517	2017.03.26 04:10	120
ID1518	2017.03.26 04:35	120
ID1519	2017.03.26 04:35	120
ID1520	2017.03.26 05:10	120
ID1521	2017.03.26 05:10	120
ID1522	2017.03.26 05:15	120
ID1523	2017.03.26 05:15	120
ID1524	2017.03.26 05:15	120
ID1525	2017.03.26 07:30	120
ID1526	2017.03.26 08:40	120
ID1527	2017.03.26 08:40	120
ID1528	2017.03.26 08:40	120
ID1529	2017.03.26 09:15	120
ID1530	2017.03.26 09:15	120
ID1531	2017.03.26 09:15	120
ID1532	2017.03.26 10:10	120
ID1533	2017.03.26 10:10	120
ID1534	2017.03.26 10:10	120
ID1535	2017.03.26 10:45	120
ID1536	2017.03.26 10:45	120
ID1537	2017.03.26 10:45	120
ID1538	2017.03.26 11:40	120
ID1539	2017.03.26 11:40	120
ID1540	2017.03.26 13:00	40
ID1541	2017.03.26 12:35	120
ID1542	2017.03.26 12:35	120
ID1543	2017.03.26 12:35	120
ID1544	2017.03.26 13:30	120
ID1545	2017.03.26 13:30	120
ID1546	2017.03.26 14:05	120
ID1547	2017.03.26 14:05	120
ID1548	2017.03.26 14:05	120
ID1549	2017.03.26 14:15	120
ID1550	2017.03.26 14:15	120
ID1551	2017.03.26 14:55	120
ID1552	2017.03.26 14:55	120
ID1553	2017.03.26 14:55	120
ID1554	2017.03.26 16:05	120
ID1555	2017.03.26 16:05	120
ID1556	2017.03.26 16:05	120
ID1557	2017.03.26 16:25	120
ID1558	2017.03.26 16:25	120
ID1559	2017.03.26 16:25	120
ID1560	2017.03.26 17:00	120
ID1561	2017.03.26 17:00	120
ID1562	2017.03.26 18:20	40
ID1563	2017.03.26 17:25	120
ID1564	2017.03.26 17:25	120
ID1565	2017.03.26 17:35	120
ID1566	2017.03.26 17:35	120
ID1567	2017.03.26 17:35	120
ID1568	2017.03.26 17:50	120
ID1569	2017.03.26 17:50	120
ID1570	2017.03.26 17:50	120
ID1571	2017.03.26 18:45	120
ID1572	2017.03.26 18:45	120
ID1573	2017.03.26 18:45	120
ID1574	2017.03.26 19:55	120
ID1575	2017.03.26 19:55	120
ID1576	2017.03.26 19:55	120
ID1577	2017.03.27 03:10	120
ID1578	2017.03.27 03:10	120
ID1579	2017.03.27 03:10	120
ID1580	2017.03.27 04:05	120
ID1581	2017.03.27 04:05	120
ID1582	2017.03.27 04:05	120
ID1583	2017.03.27 04:05	120
ID1584	2017.03.27 04:05	120
ID1585	2017.03.27 04:25	120
ID1586	2017.03.27 04:25	120
ID1587	2017.03.27 04:25	120
ID1588	2017.03.27 04:35	120
ID1589	2017.03.27 04:35	120
ID1590	2017.03.27 05:05	120
ID1591	2017.03.27 05:05	120
ID1592	2017.03.27 05:05	120
ID1593	2017.03.27 05:10	120
ID1594	2017.03.27 05:10	120
ID1595	2017.03.27 05:10	120
ID1596	2017.03.27 05:10	120
ID1597	2017.03.27 05:10	120
ID1598	2017.03.27 06:25	120
ID1599	2017.03.27 06:25	120
ID1600	2017.03.27 09:15	120
ID1601	2017.03.27 09:15	120
ID1602	2017.03.27 09:15	120
ID1603	2017.03.27 09:25	120
ID1604	2017.03.27 09:25	120
ID1605	2017.03.27 09:25	120
ID1606	2017.03.27 09:45	120
ID1607	2017.03.27 09:45	120
ID1608	2017.03.27 11:05	40
